model_idx,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1
1,0.8429807052561543,0.5459765358605391,0.49786888861758966,0.5098981137245798
2,0.8429807052561543,0.5459765358605391,0.49786888861758966,0.5098981137245798
3,0.8429807052561543,0.5459765358605391,0.49786888861758966,0.5098981137245798
4,0.8429807052561543,0.5459765358605391,0.49786888861758966,0.5098981137245798
5,0.8429807052561543,0.5459765358605391,0.49786888861758966,0.5098981137245798
6,0.8429807052561543,0.5459765358605391,0.49786888861758966,0.5098981137245798
7,0.8429807052561543,0.5459765358605391,0.49786888861758966,0.5098981137245798
8,0.8429807052561543,0.5459765358605391,0.49786888861758966,0.5098981137245798
9,0.8429807052561543,0.5459765358605391,0.49786888861758966,0.5098981137245798
10,0.8429807052561543,0.5459765358605391,0.49786888861758966,0.5098981137245798
