experiment,net,kind,algorithm,feature_augmentation,data_augmentation,hair_removal,segmentation,class,model_idx,class_idx,class_name,precision,recall,f1_score,support
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,24,4,3,df,0.0,0.0,0.0,17.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,25,4,4,mel,0.6,0.6287425149700598,0.6140350877192983,167.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,26,4,5,nv,0.9123314065510596,0.941351888667992,0.926614481409002,1006.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,27,4,6,vasc,0.9230769230769232,0.5454545454545454,0.6857142857142857,22.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,28,5,0,akiec,0.0,0.0,0.0,49.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,29,5,1,bcc,0.8888888888888888,0.6233766233766234,0.732824427480916,77.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,30,5,2,bkl,0.5953488372093023,0.7757575757575758,0.6736842105263158,165.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,31,5,3,df,0.0,0.0,0.0,17.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,32,5,4,mel,0.6,0.6287425149700598,0.6140350877192983,167.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,33,5,5,nv,0.9123314065510596,0.941351888667992,0.926614481409002,1006.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,34,5,6,vasc,0.9230769230769232,0.5454545454545454,0.6857142857142857,22.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,35,6,0,akiec,0.0,0.0,0.0,49.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,36,6,1,bcc,0.8888888888888888,0.6233766233766234,0.732824427480916,77.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,37,6,2,bkl,0.5953488372093023,0.7757575757575758,0.6736842105263158,165.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,38,6,3,df,0.0,0.0,0.0,17.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,39,6,4,mel,0.6,0.6287425149700598,0.6140350877192983,167.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,40,6,5,nv,0.9123314065510596,0.941351888667992,0.926614481409002,1006.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,41,6,6,vasc,0.9230769230769232,0.5454545454545454,0.6857142857142857,22.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,42,7,0,akiec,0.0,0.0,0.0,49.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,43,7,1,bcc,0.8888888888888888,0.6233766233766234,0.732824427480916,77.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,44,7,2,bkl,0.5953488372093023,0.7757575757575758,0.6736842105263158,165.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,45,7,3,df,0.0,0.0,0.0,17.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,46,7,4,mel,0.6,0.6287425149700598,0.6140350877192983,167.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,47,7,5,nv,0.9123314065510596,0.941351888667992,0.926614481409002,1006.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,48,7,6,vasc,0.9230769230769232,0.5454545454545454,0.6857142857142857,22.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,49,8,0,akiec,0.0,0.0,0.0,49.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,50,8,1,bcc,0.8888888888888888,0.6233766233766234,0.732824427480916,77.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,51,8,2,bkl,0.5953488372093023,0.7757575757575758,0.6736842105263158,165.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,52,8,3,df,0.0,0.0,0.0,17.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,53,8,4,mel,0.6,0.6287425149700598,0.6140350877192983,167.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,54,8,5,nv,0.9123314065510596,0.941351888667992,0.926614481409002,1006.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,55,8,6,vasc,0.9230769230769232,0.5454545454545454,0.6857142857142857,22.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,56,9,0,akiec,0.0,0.0,0.0,49.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,57,9,1,bcc,0.8888888888888888,0.6233766233766234,0.732824427480916,77.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,58,9,2,bkl,0.5953488372093023,0.7757575757575758,0.6736842105263158,165.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,59,9,3,df,0.0,0.0,0.0,17.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,60,9,4,mel,0.6,0.6287425149700598,0.6140350877192983,167.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,61,9,5,nv,0.9123314065510596,0.941351888667992,0.926614481409002,1006.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,62,9,6,vasc,0.9230769230769232,0.5454545454545454,0.6857142857142857,22.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,63,10,0,akiec,0.0,0.0,0.0,49.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,64,10,1,bcc,0.8888888888888888,0.6233766233766234,0.732824427480916,77.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,65,10,2,bkl,0.5953488372093023,0.7757575757575758,0.6736842105263158,165.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,66,10,3,df,0.0,0.0,0.0,17.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,67,10,4,mel,0.6,0.6287425149700598,0.6140350877192983,167.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,68,10,5,nv,0.9123314065510596,0.941351888667992,0.926614481409002,1006.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,69,10,6,vasc,0.9230769230769232,0.5454545454545454,0.6857142857142857,22.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,0,1,0,akiec,0.7307692307692307,0.7755102040816326,0.7524752475247525,49.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,1,1,1,bcc,0.8695652173913043,0.7792207792207793,0.821917808219178,77.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,2,1,2,bkl,0.8092105263157895,0.7454545454545455,0.7760252365930599,165.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,3,1,3,df,0.9285714285714286,0.7647058823529411,0.8387096774193549,17.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,4,1,4,mel,0.7638888888888888,0.6586826347305389,0.707395498392283,167.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,5,1,5,nv,0.915719696969697,0.9612326043737576,0.9379243452958292,1006.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,6,1,6,vasc,0.9375,0.6818181818181818,0.7894736842105263,22.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,7,2,0,akiec,0.7307692307692307,0.7755102040816326,0.7524752475247525,49.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,8,2,1,bcc,0.8571428571428571,0.7792207792207793,0.8163265306122449,77.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,9,2,2,bkl,0.8092105263157895,0.7454545454545455,0.7760252365930599,165.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,10,2,3,df,0.9333333333333332,0.8235294117647058,0.875,17.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,11,2,4,mel,0.7676056338028169,0.6526946107784432,0.7055016181229773,167.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,12,2,5,nv,0.9166666666666666,0.9622266401590456,0.938894277400582,1006.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,13,2,6,vasc,0.9375,0.6818181818181818,0.7894736842105263,22.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,14,3,0,akiec,0.7254901960784313,0.7551020408163265,0.74,49.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,15,3,1,bcc,0.855072463768116,0.7662337662337663,0.8082191780821918,77.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,16,3,2,bkl,0.8012820512820513,0.7575757575757576,0.778816199376947,165.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,17,3,3,df,0.9285714285714286,0.7647058823529411,0.8387096774193549,17.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,18,3,4,mel,0.7697841726618705,0.6407185628742516,0.6993464052287581,167.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,19,3,5,nv,0.9149338374291116,0.9622266401590456,0.937984496124031,1006.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,20,3,6,vasc,0.9375,0.6818181818181818,0.7894736842105263,22.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,21,4,0,akiec,0.7307692307692307,0.7755102040816326,0.7524752475247525,49.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,22,4,1,bcc,0.855072463768116,0.7662337662337663,0.8082191780821918,77.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,23,4,2,bkl,0.8012820512820513,0.7575757575757576,0.778816199376947,165.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,24,4,3,df,0.9285714285714286,0.7647058823529411,0.8387096774193549,17.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,25,4,4,mel,0.7676056338028169,0.6526946107784432,0.7055016181229773,167.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,26,4,5,nv,0.918406072106262,0.9622266401590456,0.9398058252427184,1006.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,27,4,6,vasc,0.9375,0.6818181818181818,0.7894736842105263,22.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,28,5,0,akiec,0.7254901960784313,0.7551020408163265,0.74,49.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,29,5,1,bcc,0.8676470588235294,0.7662337662337663,0.8137931034482758,77.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,30,5,2,bkl,0.8012820512820513,0.7575757575757576,0.778816199376947,165.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,31,5,3,df,0.9333333333333332,0.8235294117647058,0.875,17.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,32,5,4,mel,0.7692307692307693,0.6586826347305389,0.7096774193548387,167.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,33,5,5,nv,0.9165876777251184,0.9612326043737576,0.9383794274623968,1006.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,34,5,6,vasc,0.9333333333333332,0.6363636363636364,0.7567567567567568,22.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,35,6,0,akiec,0.7307692307692307,0.7755102040816326,0.7524752475247525,49.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,36,6,1,bcc,0.8428571428571429,0.7662337662337663,0.8027210884353742,77.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,37,6,2,bkl,0.8116883116883117,0.7575757575757576,0.7836990595611285,165.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,38,6,3,df,0.9230769230769232,0.7058823529411765,0.8,17.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,39,6,4,mel,0.7659574468085106,0.6467065868263473,0.7012987012987013,167.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,40,6,5,nv,0.9157994323557236,0.9622266401590456,0.9384391662627242,1006.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,41,6,6,vasc,0.9375,0.6818181818181818,0.7894736842105263,22.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,42,7,0,akiec,0.7450980392156863,0.7755102040816326,0.76,49.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,43,7,1,bcc,0.8695652173913043,0.7792207792207793,0.821917808219178,77.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,44,7,2,bkl,0.8051948051948052,0.7515151515151515,0.7774294670846394,165.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,45,7,3,df,0.9285714285714286,0.7647058823529411,0.8387096774193549,17.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,46,7,4,mel,0.7714285714285715,0.6467065868263473,0.7035830618892508,167.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,47,7,5,nv,0.9150141643059492,0.963220675944334,0.938498789346247,1006.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,48,7,6,vasc,0.9375,0.6818181818181818,0.7894736842105263,22.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,49,8,0,akiec,0.7450980392156863,0.7755102040816326,0.76,49.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,50,8,1,bcc,0.8472222222222222,0.7922077922077922,0.8187919463087249,77.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,51,8,2,bkl,0.8116883116883117,0.7575757575757576,0.7836990595611285,165.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,52,8,3,df,0.9230769230769232,0.7058823529411765,0.8,17.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,53,8,4,mel,0.7622377622377622,0.6526946107784432,0.7032258064516129,167.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,54,8,5,nv,0.9174573055028464,0.9612326043737576,0.9388349514563108,1006.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,55,8,6,vasc,0.9375,0.6818181818181818,0.7894736842105263,22.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,56,9,0,akiec,0.7450980392156863,0.7755102040816326,0.76,49.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,57,9,1,bcc,0.8571428571428571,0.7792207792207793,0.8163265306122449,77.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,58,9,2,bkl,0.8129032258064516,0.7636363636363637,0.7875,165.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,59,9,3,df,0.9285714285714286,0.7647058823529411,0.8387096774193549,17.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,60,9,4,mel,0.7676056338028169,0.6526946107784432,0.7055016181229773,167.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,61,9,5,nv,0.9176136363636364,0.963220675944334,0.9398642095053348,1006.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,62,9,6,vasc,0.9333333333333332,0.6363636363636364,0.7567567567567568,22.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,63,10,0,akiec,0.74,0.7551020408163265,0.7474747474747475,49.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,64,10,1,bcc,0.8472222222222222,0.7922077922077922,0.8187919463087249,77.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,65,10,2,bkl,0.7935483870967742,0.7454545454545455,0.76875,165.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,66,10,3,df,0.9285714285714286,0.7647058823529411,0.8387096774193549,17.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,67,10,4,mel,0.7605633802816901,0.6467065868263473,0.6990291262135923,167.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,68,10,5,nv,0.9174573055028464,0.9612326043737576,0.9388349514563108,1006.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,69,10,6,vasc,0.9375,0.6818181818181818,0.7894736842105263,22.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,0,1,0,akiec,0.7450980392156863,0.7755102040816326,0.76,49.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,1,1,1,bcc,0.8769230769230769,0.7402597402597403,0.8028169014084507,77.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,2,1,2,bkl,0.8378378378378378,0.7515151515151515,0.792332268370607,165.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,3,1,3,df,1.0,0.7058823529411765,0.8275862068965517,17.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,4,1,4,mel,0.7714285714285715,0.6467065868263473,0.7035830618892508,167.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,5,1,5,nv,0.907563025210084,0.9662027833001988,0.9359653346172364,1006.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,6,1,6,vasc,0.9375,0.6818181818181818,0.7894736842105263,22.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,7,2,0,akiec,0.7037037037037037,0.7755102040816326,0.7378640776699029,49.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,8,2,1,bcc,0.8769230769230769,0.7402597402597403,0.8028169014084507,77.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,9,2,2,bkl,0.8243243243243243,0.7393939393939394,0.7795527156549521,165.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,10,2,3,df,0.9230769230769232,0.7058823529411765,0.8,17.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,11,2,4,mel,0.7605633802816901,0.6467065868263473,0.6990291262135923,167.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,12,2,5,nv,0.9126760563380282,0.9662027833001988,0.938676967648479,1006.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,13,2,6,vasc,0.9375,0.6818181818181818,0.7894736842105263,22.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,14,3,0,akiec,0.7450980392156863,0.7755102040816326,0.76,49.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,15,3,1,bcc,0.875,0.7272727272727273,0.7943262411347518,77.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,16,3,2,bkl,0.8266666666666667,0.7515151515151515,0.7873015873015873,165.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,17,3,3,df,0.9230769230769232,0.7058823529411765,0.8,17.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,18,3,4,mel,0.7769784172661871,0.6467065868263473,0.7058823529411765,167.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,19,3,5,nv,0.9093457943925234,0.967196819085487,0.9373795761078998,1006.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,20,3,6,vasc,0.9375,0.6818181818181818,0.7894736842105263,22.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,21,4,0,akiec,0.7307692307692307,0.7755102040816326,0.7524752475247525,49.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,22,4,1,bcc,0.890625,0.7402597402597403,0.8085106382978723,77.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,23,4,2,bkl,0.8333333333333334,0.7575757575757576,0.7936507936507936,165.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,24,4,3,df,1.0,0.7058823529411765,0.8275862068965517,17.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,25,4,4,mel,0.7714285714285715,0.6467065868263473,0.7035830618892508,167.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,26,4,5,nv,0.9092609915809168,0.9662027833001988,0.936867469879518,1006.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,27,4,6,vasc,0.9375,0.6818181818181818,0.7894736842105263,22.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,28,5,0,akiec,0.7169811320754716,0.7755102040816326,0.7450980392156863,49.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,29,5,1,bcc,0.890625,0.7402597402597403,0.8085106382978723,77.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,30,5,2,bkl,0.8367346938775511,0.7454545454545455,0.7884615384615384,165.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,31,5,3,df,1.0,0.7058823529411765,0.8275862068965517,17.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,32,5,4,mel,0.7642857142857142,0.6407185628742516,0.6970684039087948,167.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,33,5,5,nv,0.907563025210084,0.9662027833001988,0.9359653346172364,1006.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,34,5,6,vasc,0.9375,0.6818181818181818,0.7894736842105263,22.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,35,6,0,akiec,0.7307692307692307,0.7755102040816326,0.7524752475247525,49.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,36,6,1,bcc,0.8656716417910447,0.7532467532467533,0.8055555555555556,77.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,37,6,2,bkl,0.8266666666666667,0.7515151515151515,0.7873015873015873,165.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,38,6,3,df,1.0,0.7058823529411765,0.8275862068965517,17.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,39,6,4,mel,0.7659574468085106,0.6467065868263473,0.7012987012987013,167.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,40,6,5,nv,0.9126760563380282,0.9662027833001988,0.938676967648479,1006.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,41,6,6,vasc,0.9375,0.6818181818181818,0.7894736842105263,22.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,42,7,0,akiec,0.7450980392156863,0.7755102040816326,0.76,49.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,43,7,1,bcc,0.8636363636363636,0.7402597402597403,0.7972027972027972,77.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,44,7,2,bkl,0.8333333333333334,0.7575757575757576,0.7936507936507936,165.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,45,7,3,df,1.0,0.7058823529411765,0.8275862068965517,17.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,46,7,4,mel,0.7714285714285715,0.6467065868263473,0.7035830618892508,167.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,47,7,5,nv,0.9091760299625468,0.9652087475149106,0.9363548698167792,1006.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,48,7,6,vasc,0.9375,0.6818181818181818,0.7894736842105263,22.0
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,49,8,0,akiec,0.7307692307692307,0.7755102040816326,0.7524752475247525,49.0
