experiment,net,kind,algorithm,feature_augmentation,data_augmentation,hair_removal,segmentation,class,model_idx,class_idx,class_name,precision,recall,f1_score,support
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,extratrees,True,False,False,False,39,6,4,mel,0.5645161290322581,0.6287425149700598,0.5949008498583569,167.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,extratrees,True,False,False,False,40,6,5,nv,0.9303030303030304,0.915506958250497,0.9228456913827656,1006.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,extratrees,True,False,False,False,41,6,6,vasc,0.8,0.7272727272727273,0.7619047619047619,22.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,extratrees,True,False,False,False,42,7,0,akiec,0.5957446808510638,0.5714285714285714,0.5833333333333334,49.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,extratrees,True,False,False,False,43,7,1,bcc,0.6404494382022472,0.7402597402597403,0.6867469879518072,77.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,extratrees,True,False,False,False,44,7,2,bkl,0.7133757961783439,0.6787878787878788,0.6956521739130435,165.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,extratrees,True,False,False,False,45,7,3,df,0.6875,0.6470588235294118,0.6666666666666666,17.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,extratrees,True,False,False,False,46,7,4,mel,0.5797872340425532,0.6526946107784432,0.6140845070422535,167.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,extratrees,True,False,False,False,47,7,5,nv,0.9321175278622088,0.9145129224652088,0.9232313095835424,1006.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,extratrees,True,False,False,False,48,7,6,vasc,0.7894736842105263,0.6818181818181818,0.7317073170731707,22.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,extratrees,True,False,False,False,49,8,0,akiec,0.5957446808510638,0.5714285714285714,0.5833333333333334,49.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,extratrees,True,False,False,False,50,8,1,bcc,0.6333333333333333,0.7402597402597403,0.6826347305389222,77.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,extratrees,True,False,False,False,51,8,2,bkl,0.7088607594936709,0.6787878787878788,0.6934984520123839,165.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,extratrees,True,False,False,False,52,8,3,df,0.6666666666666666,0.5882352941176471,0.625,17.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,extratrees,True,False,False,False,53,8,4,mel,0.5691489361702128,0.6407185628742516,0.6028169014084507,167.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,extratrees,True,False,False,False,54,8,5,nv,0.9310344827586208,0.9125248508946322,0.9216867469879518,1006.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,extratrees,True,False,False,False,55,8,6,vasc,0.7894736842105263,0.6818181818181818,0.7317073170731707,22.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,extratrees,True,False,False,False,56,9,0,akiec,0.6086956521739131,0.5714285714285714,0.5894736842105263,49.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,extratrees,True,False,False,False,57,9,1,bcc,0.6373626373626373,0.7532467532467533,0.6904761904761905,77.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,extratrees,True,False,False,False,58,9,2,bkl,0.710691823899371,0.6848484848484848,0.6975308641975309,165.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,extratrees,True,False,False,False,59,9,3,df,0.6875,0.6470588235294118,0.6666666666666666,17.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,extratrees,True,False,False,False,60,9,4,mel,0.574468085106383,0.6467065868263473,0.6084507042253521,167.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,extratrees,True,False,False,False,61,9,5,nv,0.9329268292682928,0.9125248508946322,0.9226130653266332,1006.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,extratrees,True,False,False,False,62,9,6,vasc,0.7894736842105263,0.6818181818181818,0.7317073170731707,22.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,extratrees,True,False,False,False,63,10,0,akiec,0.5957446808510638,0.5714285714285714,0.5833333333333334,49.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,extratrees,True,False,False,False,64,10,1,bcc,0.6179775280898876,0.7142857142857143,0.6626506024096386,77.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,extratrees,True,False,False,False,65,10,2,bkl,0.7088607594936709,0.6787878787878788,0.6934984520123839,165.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,extratrees,True,False,False,False,66,10,3,df,0.6875,0.6470588235294118,0.6666666666666666,17.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,extratrees,True,False,False,False,67,10,4,mel,0.572972972972973,0.6347305389221557,0.6022727272727273,167.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,extratrees,True,False,False,False,68,10,5,nv,0.9292214357937312,0.9135188866799204,0.9213032581453634,1006.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,extratrees,True,False,False,False,69,10,6,vasc,0.7894736842105263,0.6818181818181818,0.7317073170731707,22.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,0,1,0,akiec,0.6444444444444445,0.5918367346938775,0.6170212765957447,49.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,1,1,1,bcc,0.6629213483146067,0.7662337662337663,0.7108433734939759,77.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,2,1,2,bkl,0.7320261437908496,0.6787878787878788,0.7044025157232704,165.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,3,1,3,df,0.7333333333333333,0.6470588235294118,0.6875,17.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,4,1,4,mel,0.5921787709497207,0.6347305389221557,0.6127167630057804,167.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,5,1,5,nv,0.9252988047808764,0.9234592445328031,0.9243781094527364,1006.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,6,1,6,vasc,0.8333333333333334,0.6818181818181818,0.75,22.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,7,2,0,akiec,0.6744186046511628,0.5918367346938775,0.6304347826086957,49.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,8,2,1,bcc,0.6404494382022472,0.7402597402597403,0.6867469879518072,77.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,9,2,2,bkl,0.7307692307692307,0.6909090909090909,0.7102803738317757,165.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,10,2,3,df,0.6875,0.6470588235294118,0.6666666666666666,17.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,11,2,4,mel,0.5852272727272727,0.6167664670658682,0.6005830903790087,167.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,12,2,5,nv,0.9243781094527364,0.9234592445328031,0.923918448533068,1006.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,13,2,6,vasc,0.8333333333333334,0.6818181818181818,0.75,22.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,14,3,0,akiec,0.6170212765957447,0.5918367346938775,0.6041666666666666,49.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,15,3,1,bcc,0.6395348837209303,0.7142857142857143,0.6748466257668712,77.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,16,3,2,bkl,0.7225806451612903,0.6787878787878788,0.7,165.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,17,3,3,df,0.6875,0.6470588235294118,0.6666666666666666,17.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,18,3,4,mel,0.5895953757225434,0.6107784431137725,0.6,167.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,19,3,5,nv,0.9236111111111112,0.9254473161033796,0.9245283018867924,1006.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,20,3,6,vasc,0.8333333333333334,0.6818181818181818,0.75,22.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,21,4,0,akiec,0.6222222222222222,0.5714285714285714,0.5957446808510638,49.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,22,4,1,bcc,0.6590909090909091,0.7532467532467533,0.703030303030303,77.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,23,4,2,bkl,0.74,0.6727272727272727,0.7047619047619048,165.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,24,4,3,df,0.6875,0.6470588235294118,0.6666666666666666,17.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,25,4,4,mel,0.5865921787709497,0.6287425149700598,0.6069364161849711,167.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,26,4,5,nv,0.9245283018867924,0.9254473161033796,0.9249875807252856,1006.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,27,4,6,vasc,0.8333333333333334,0.6818181818181818,0.75,22.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,28,5,0,akiec,0.6363636363636364,0.5714285714285714,0.6021505376344086,49.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,29,5,1,bcc,0.651685393258427,0.7532467532467533,0.6987951807228916,77.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,30,5,2,bkl,0.7368421052631579,0.6787878787878788,0.7066246056782335,165.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,31,5,3,df,0.6875,0.6470588235294118,0.6666666666666666,17.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,32,5,4,mel,0.580110497237569,0.6287425149700598,0.603448275862069,167.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,33,5,5,nv,0.9242273180458624,0.9214711729622268,0.92284718765555,1006.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,34,5,6,vasc,0.8333333333333334,0.6818181818181818,0.75,22.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,35,6,0,akiec,0.6170212765957447,0.5918367346938775,0.6041666666666666,49.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,36,6,1,bcc,0.6444444444444445,0.7532467532467533,0.6946107784431138,77.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,37,6,2,bkl,0.7254901960784313,0.6727272727272727,0.6981132075471698,165.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,38,6,3,df,0.6875,0.6470588235294118,0.6666666666666666,17.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,39,6,4,mel,0.5930232558139535,0.6107784431137725,0.6017699115044248,167.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,40,6,5,nv,0.9244532803180916,0.9244532803180916,0.9244532803180916,1006.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,41,6,6,vasc,0.8421052631578947,0.7272727272727273,0.7804878048780488,22.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,42,7,0,akiec,0.6304347826086957,0.5918367346938775,0.6105263157894737,49.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,43,7,1,bcc,0.6404494382022472,0.7402597402597403,0.6867469879518072,77.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,44,7,2,bkl,0.7207792207792207,0.6727272727272727,0.6959247648902821,165.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,45,7,3,df,0.6875,0.6470588235294118,0.6666666666666666,17.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,46,7,4,mel,0.5786516853932584,0.6167664670658682,0.5971014492753624,167.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,47,7,5,nv,0.9261477045908184,0.9224652087475148,0.9243027888446216,1006.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,48,7,6,vasc,0.8333333333333334,0.6818181818181818,0.75,22.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,49,8,0,akiec,0.6444444444444445,0.5918367346938775,0.6170212765957447,49.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,50,8,1,bcc,0.6373626373626373,0.7532467532467533,0.6904761904761905,77.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,51,8,2,bkl,0.7215189873417721,0.6909090909090909,0.7058823529411765,165.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,52,8,3,df,0.6875,0.6470588235294118,0.6666666666666666,17.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,53,8,4,mel,0.5953757225433526,0.6167664670658682,0.6058823529411764,167.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,54,8,5,nv,0.9281437125748504,0.9244532803180916,0.9262948207171314,1006.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,55,8,6,vasc,0.8333333333333334,0.6818181818181818,0.75,22.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,56,9,0,akiec,0.6444444444444445,0.5918367346938775,0.6170212765957447,49.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,57,9,1,bcc,0.6404494382022472,0.7402597402597403,0.6867469879518072,77.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,58,9,2,bkl,0.7272727272727273,0.6787878787878788,0.7021943573667712,165.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,59,9,3,df,0.6875,0.6470588235294118,0.6666666666666666,17.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,60,9,4,mel,0.5833333333333334,0.6287425149700598,0.6051873198847262,167.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,61,9,5,nv,0.9270729270729272,0.9224652087475148,0.9247633283507724,1006.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,62,9,6,vasc,0.8333333333333334,0.6818181818181818,0.75,22.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,63,10,0,akiec,0.6590909090909091,0.5918367346938775,0.6236559139784946,49.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,64,10,1,bcc,0.6551724137931034,0.7402597402597403,0.6951219512195121,77.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,65,10,2,bkl,0.7320261437908496,0.6787878787878788,0.7044025157232704,165.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,66,10,3,df,0.6875,0.6470588235294118,0.6666666666666666,17.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,67,10,4,mel,0.5988700564971752,0.6347305389221557,0.6162790697674418,167.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,68,10,5,nv,0.9246031746031746,0.926441351888668,0.9255213505461768,1006.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,randomforest,True,False,False,False,69,10,6,vasc,0.8333333333333334,0.6818181818181818,0.75,22.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,0,1,0,akiec,0.6304347826086957,0.5918367346938775,0.6105263157894737,49.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,1,1,1,bcc,0.631578947368421,0.7792207792207793,0.6976744186046512,77.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,2,1,2,bkl,0.7189542483660131,0.6666666666666666,0.6918238993710691,165.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,3,1,3,df,0.7333333333333333,0.6470588235294118,0.6875,17.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,4,1,4,mel,0.5625,0.592814371257485,0.577259475218659,167.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,5,1,5,nv,0.9258517034068136,0.9184890656063618,0.9221556886227544,1006.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,6,1,6,vasc,0.75,0.6818181818181818,0.7142857142857143,22.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,7,2,0,akiec,0.6590909090909091,0.5918367346938775,0.6236559139784946,49.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,8,2,1,bcc,0.6421052631578947,0.7922077922077922,0.7093023255813954,77.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,9,2,2,bkl,0.7171052631578947,0.6606060606060606,0.6876971608832808,165.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,10,2,3,df,0.6470588235294118,0.6470588235294118,0.6470588235294118,17.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,11,2,4,mel,0.5606936416184971,0.5808383233532934,0.5705882352941176,167.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,12,2,5,nv,0.9231536926147704,0.91948310139165,0.9213147410358564,1006.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,13,2,6,vasc,0.75,0.6818181818181818,0.7142857142857143,22.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,14,3,0,akiec,0.6444444444444445,0.5918367346938775,0.6170212765957447,49.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,15,3,1,bcc,0.6526315789473685,0.8051948051948052,0.7209302325581395,77.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,16,3,2,bkl,0.7189542483660131,0.6666666666666666,0.6918238993710691,165.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,17,3,3,df,0.6875,0.6470588235294118,0.6666666666666666,17.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,18,3,4,mel,0.5706214689265536,0.6047904191616766,0.5872093023255814,167.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,19,3,5,nv,0.9267803410230692,0.9184890656063618,0.9226160758861708,1006.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,20,3,6,vasc,0.75,0.6818181818181818,0.7142857142857143,22.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,21,4,0,akiec,0.6511627906976745,0.5714285714285714,0.6086956521739131,49.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,22,4,1,bcc,0.6391752577319587,0.8051948051948052,0.7126436781609196,77.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,23,4,2,bkl,0.7189542483660131,0.6666666666666666,0.6918238993710691,165.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,24,4,3,df,0.6470588235294118,0.6470588235294118,0.6470588235294118,17.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,25,4,4,mel,0.5714285714285714,0.5988023952095808,0.5847953216374269,167.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,26,4,5,nv,0.925925925925926,0.91948310139165,0.9226932668329176,1006.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,27,4,6,vasc,0.7894736842105263,0.6818181818181818,0.7317073170731707,22.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,28,5,0,akiec,0.6444444444444445,0.5918367346938775,0.6170212765957447,49.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,29,5,1,bcc,0.648936170212766,0.7922077922077922,0.7134502923976608,77.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,30,5,2,bkl,0.7142857142857143,0.6666666666666666,0.6896551724137931,165.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,31,5,3,df,0.6666666666666666,0.5882352941176471,0.625,17.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,32,5,4,mel,0.5738636363636364,0.6047904191616766,0.5889212827988338,167.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,33,5,5,nv,0.926,0.9204771371769384,0.9232303090727816,1006.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,34,5,6,vasc,0.7894736842105263,0.6818181818181818,0.7317073170731707,22.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,35,6,0,akiec,0.6666666666666666,0.6122448979591837,0.6382978723404256,49.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,36,6,1,bcc,0.631578947368421,0.7792207792207793,0.6976744186046512,77.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,37,6,2,bkl,0.7254901960784313,0.6727272727272727,0.6981132075471698,165.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,38,6,3,df,0.6470588235294118,0.6470588235294118,0.6470588235294118,17.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,39,6,4,mel,0.5664739884393064,0.5868263473053892,0.5764705882352941,167.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,40,6,5,nv,0.9250749250749252,0.9204771371769384,0.9227703039362232,1006.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,41,6,6,vasc,0.7894736842105263,0.6818181818181818,0.7317073170731707,22.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,42,7,0,akiec,0.6590909090909091,0.5918367346938775,0.6236559139784946,49.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,43,7,1,bcc,0.6421052631578947,0.7922077922077922,0.7093023255813954,77.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,44,7,2,bkl,0.7161290322580646,0.6727272727272727,0.69375,165.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,45,7,3,df,0.6470588235294118,0.6470588235294118,0.6470588235294118,17.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,46,7,4,mel,0.5738636363636364,0.6047904191616766,0.5889212827988338,167.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,47,7,5,nv,0.9277833500501504,0.91948310139165,0.9236145781328008,1006.0
feature_extraction_Inception_use_augmentation_use_feature_augmentation_,Inception,feature_extractor,xgboost,True,False,False,False,48,7,6,vasc,0.7894736842105263,0.6818181818181818,0.7317073170731707,22.0
