experiment,net,kind,algorithm,feature_augmentation,data_augmentation,hair_removal,segmentation,model_idx,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,adaboost,True,False,False,False,3.0,0.8323353293413174,0.5270254018728716,0.4648339031138653,0.4836913435359932
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,adaboost,True,False,False,False,4.0,0.8323353293413174,0.5270254018728716,0.4648339031138653,0.4836913435359932
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,adaboost,True,False,False,False,5.0,0.8323353293413174,0.5270254018728716,0.4648339031138653,0.4836913435359932
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,adaboost,True,False,False,False,6.0,0.8323353293413174,0.5270254018728716,0.4648339031138653,0.4836913435359932
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,adaboost,True,False,False,False,7.0,0.8323353293413174,0.5270254018728716,0.4648339031138653,0.4836913435359932
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,adaboost,True,False,False,False,8.0,0.8323353293413174,0.5270254018728716,0.4648339031138653,0.4836913435359932
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,adaboost,True,False,False,False,9.0,0.8323353293413174,0.5270254018728716,0.4648339031138653,0.4836913435359932
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,adaboost,True,False,False,False,10.0,0.8323353293413174,0.5270254018728716,0.4648339031138653,0.4836913435359932
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,extratrees,True,False,False,False,1.0,0.8922155688622755,0.8686726111907014,0.78746046313982,0.8207625702876796
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,extratrees,True,False,False,False,2.0,0.8895542248835662,0.8643329605143627,0.7844761022253665,0.8168332939942576
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,extratrees,True,False,False,False,3.0,0.8915502328675982,0.8659075746833498,0.7883286824766971,0.8196730307308281
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,extratrees,True,False,False,False,4.0,0.8882235528942116,0.8605471526294933,0.7807052183371661,0.8132579851479941
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,extratrees,True,False,False,False,5.0,0.8902195608782435,0.8607327324746825,0.7871359976105429,0.8167954321843262
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,extratrees,True,False,False,False,6.0,0.8902195608782435,0.8641720126979513,0.7818446605546907,0.8155348531248495
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,extratrees,True,False,False,False,7.0,0.8895542248835662,0.8632024715674638,0.7817130243151509,0.8148810196948573
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,extratrees,True,False,False,False,8.0,0.8908848968729208,0.8698244434321374,0.7843227453915619,0.8192971064968757
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,extratrees,True,False,False,False,9.0,0.8902195608782435,0.8633566440358688,0.7839046804565779,0.8161358165591178
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,extratrees,True,False,False,False,10.0,0.8895542248835662,0.8617657095497796,0.7834159378998959,0.8151581736823718
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,randomforest,True,False,False,False,1.0,0.8888888888888888,0.8708326166223613,0.7772800890444876,0.8157469969325647
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,randomforest,True,False,False,False,2.0,0.8888888888888888,0.868121096460791,0.775556437714454,0.8138755040219526
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,randomforest,True,False,False,False,3.0,0.8895542248835662,0.8681744336388978,0.7754016452585495,0.8138765848955548
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,randomforest,True,False,False,False,4.0,0.8888888888888888,0.866916242178611,0.7772593512991991,0.8141381932485551
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,randomforest,True,False,False,False,5.0,0.8902195608782435,0.8689280489794257,0.7782567884045396,0.8155181486817323
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,randomforest,True,False,False,False,6.0,0.8902195608782435,0.8716520139914324,0.7765538748197948,0.8157997926448278
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,randomforest,True,False,False,False,7.0,0.8842315369261478,0.8629811665634641,0.770984898651659,0.8084966173036235
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,randomforest,True,False,False,False,8.0,0.8888888888888888,0.8659246612907351,0.7751993313973118,0.812599029012798
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,randomforest,True,False,False,False,9.0,0.886892880904857,0.8667775828886211,0.777843560411708,0.8143726826718546
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,randomforest,True,False,False,False,10.0,0.8895542248835662,0.8680072410405898,0.7770546189668851,0.8143424039664865
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,xgboost,True,False,False,False,1.0,0.89354624085163,0.8671624241161572,0.7843678483258189,0.8189508881895051
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,xgboost,True,False,False,False,2.0,0.8942115768463074,0.8686860157081485,0.7939212302976294,0.824806055231433
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,xgboost,True,False,False,False,3.0,0.8922155688622755,0.8657773306389647,0.7932191551382773,0.8231653042981002
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,xgboost,True,False,False,False,4.0,0.8915502328675982,0.8655368213904463,0.7898663361850611,0.8210890558457361
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,xgboost,True,False,False,False,5.0,0.8902195608782435,0.8642417712371594,0.7878690435033038,0.8194082111468081
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,xgboost,True,False,False,False,6.0,0.8922155688622755,0.8650849414756386,0.7917923013763325,0.8217811957943626
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,xgboost,True,False,False,False,7.0,0.8928809048569527,0.8681062945769283,0.7915772001713741,0.8234860728916772
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,xgboost,True,False,False,False,8.0,0.8915502328675982,0.8666915825243338,0.7891425404314443,0.8214589120365468
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,xgboost,True,False,False,False,9.0,0.8922155688622755,0.8677533951590977,0.7934952149610773,0.8242635632689564
feature_extraction_ResNet_use_augmentation_use_feature_augmentation_,Resnet,feature_extractor,xgboost,True,False,False,False,10.0,0.8928809048569527,0.8670991093393579,0.7912001418622553,0.8226109503572497
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,1.0,0.825016633399867,0.5599494365323106,0.502097592603828,0.5189817846928311
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,2.0,0.825016633399867,0.5599494365323106,0.502097592603828,0.5189817846928311
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,3.0,0.825016633399867,0.5599494365323106,0.502097592603828,0.5189817846928311
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,4.0,0.825016633399867,0.5599494365323106,0.502097592603828,0.5189817846928311
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,5.0,0.825016633399867,0.5599494365323106,0.502097592603828,0.5189817846928311
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,6.0,0.825016633399867,0.5599494365323106,0.502097592603828,0.5189817846928311
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,7.0,0.825016633399867,0.5599494365323106,0.502097592603828,0.5189817846928311
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,8.0,0.825016633399867,0.5599494365323106,0.502097592603828,0.5189817846928311
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,9.0,0.825016633399867,0.5599494365323106,0.502097592603828,0.5189817846928311
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,adaboost,False,False,False,False,10.0,0.825016633399867,0.5599494365323106,0.502097592603828,0.5189817846928311
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,1.0,0.8822355289421158,0.85074642698662,0.7666606902903395,0.8034173568078549
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,2.0,0.8829008649367931,0.850318321147242,0.7743506247539048,0.8076709420663061
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,3.0,0.8809048569527611,0.8475191642558585,0.7611972616900387,0.7989356629202584
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,4.0,0.8829008649367931,0.8484581257571294,0.7658235775713955,0.8018573471399241
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,5.0,0.8822355289421158,0.849557774258081,0.7655314074083555,0.8017747009141736
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,6.0,0.8815701929474384,0.8468069267936917,0.7565647842337012,0.7954438496133154
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,7.0,0.8829008649367931,0.8531960323011063,0.7660996373941954,0.8042303554527424
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,8.0,0.8829008649367931,0.8491829377062504,0.7609887862538202,0.7991464925697577
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,9.0,0.8842315369261478,0.8517525934623159,0.7621931646254473,0.8006655417738099
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,extratrees,False,False,False,False,10.0,0.8809048569527611,0.8464089605249944,0.763889661978556,0.8001520190118939
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,1.0,0.8822355289421158,0.8680500786593225,0.7525564286774898,0.8016796367703748
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,2.0,0.8809048569527611,0.8483953520925352,0.7508248269458881,0.7924876389722719
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,3.0,0.8822355289421158,0.8562379772311408,0.7508431462201006,0.7963376345279917
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,4.0,0.8829008649367931,0.8675595895874361,0.7534222295432907,0.8017353003356094
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,5.0,0.8809048569527611,0.8648127950641173,0.7508351958185324,0.7988805493726009
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,6.0,0.8829008649367931,0.8627487203390686,0.754411716247063,0.8003382786337363
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,7.0,0.8822355289421158,0.8657389053680716,0.7532802244311068,0.801121630523814
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,8.0,0.8815701929474384,0.8534792993775452,0.7509668320580721,0.7951353059707025
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,9.0,0.8829008649367931,0.8582560746775824,0.7564717361489504,0.8004778530150496
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,randomforest,False,False,False,False,10.0,0.8829008649367931,0.8575700345611164,0.754411716247063,0.7990636136483876
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,xgboost,False,False,False,False,1.0,0.874251497005988,0.8657595737661333,0.7320748197526975,0.7868299514773606
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,xgboost,False,False,False,False,2.0,0.8755821689953427,0.8665378752598958,0.7347855393154273,0.7886934897912499
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,xgboost,False,False,False,False,3.0,0.874251497005988,0.8650920765905763,0.7320851886253419,0.7864334979188141
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,xgboost,False,False,False,False,4.0,0.8749168330006654,0.8648328153894926,0.7336540474994709,0.7872932378326167
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,xgboost,False,False,False,False,5.0,0.8755821689953427,0.8649100893710712,0.7317360327097678,0.7863041972836333
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,xgboost,False,False,False,False,6.0,0.8755821689953427,0.8654544972220287,0.733796052611655,0.78778084595479
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,xgboost,False,False,False,False,7.0,0.8735861610113107,0.8631815337205618,0.7298727947386263,0.7844021867013999
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,xgboost,False,False,False,False,8.0,0.8749168330006654,0.8668288096282831,0.7339404761949152,0.7883356445527486
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,xgboost,False,False,False,False,9.0,0.8762475049900199,0.8677851692040358,0.733938057723839,0.788852422445417
feature_extraction_VGG19_use_augmentation_,Vgg19,feature_extractor,xgboost,False,False,False,False,10.0,0.8762475049900199,0.8670180462954713,0.7363751359348452,0.7897619107652943
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,adaboost,True,False,False,False,1.0,0.7977378576180971,0.4781695056151577,0.3516744070204197,0.3196173078013103
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,adaboost,True,False,False,False,2.0,0.7977378576180971,0.4781695056151577,0.3516744070204197,0.3196173078013103
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,adaboost,True,False,False,False,3.0,0.7977378576180971,0.4781695056151577,0.3516744070204197,0.3196173078013103
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,adaboost,True,False,False,False,4.0,0.7977378576180971,0.4781695056151577,0.3516744070204197,0.3196173078013103
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,adaboost,True,False,False,False,5.0,0.7977378576180971,0.4781695056151577,0.3516744070204197,0.3196173078013103
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,adaboost,True,False,False,False,6.0,0.7977378576180971,0.4781695056151577,0.3516744070204197,0.3196173078013103
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,adaboost,True,False,False,False,7.0,0.7977378576180971,0.4781695056151577,0.3516744070204197,0.3196173078013103
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,adaboost,True,False,False,False,8.0,0.7977378576180971,0.4781695056151577,0.3516744070204197,0.3196173078013103
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,adaboost,True,False,False,False,9.0,0.7977378576180971,0.4781695056151577,0.3516744070204197,0.3196173078013103
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,adaboost,True,False,False,False,10.0,0.7977378576180971,0.4781695056151577,0.3516744070204197,0.3196173078013103
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,extratrees,True,False,False,False,1.0,0.8882235528942116,0.8421871484237246,0.795314921516959,0.8161042368529839
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,extratrees,True,False,False,False,2.0,0.8915502328675982,0.8512417372353885,0.80293838565649,0.8244452311357814
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,extratrees,True,False,False,False,3.0,0.8882235528942116,0.8430187839526587,0.7948775544587866,0.816221256226923
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,extratrees,True,False,False,False,4.0,0.8895542248835662,0.8433085704923524,0.798301700902489,0.8180941964920733
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,extratrees,True,False,False,False,5.0,0.8908848968729208,0.847591135880408,0.8000229337614463,0.8211219974120683
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,extratrees,True,False,False,False,6.0,0.8882235528942116,0.8451737468175268,0.7910234400375239,0.8144718346640254
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,extratrees,True,False,False,False,7.0,0.8908848968729208,0.8437299270452308,0.8032239300507901,0.8212577151233834
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,extratrees,True,False,False,False,8.0,0.8888888888888888,0.845229662592514,0.803808139163299,0.8225424499924181
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,extratrees,True,False,False,False,9.0,0.8888888888888888,0.84313272206704,0.7981596957903048,0.8179255695405662
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,extratrees,True,False,False,False,10.0,0.8902195608782435,0.8455380057265565,0.8048055762686397,0.8231023016639295
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,randomforest,True,False,False,False,1.0,0.8908848968729208,0.8478284849530382,0.7955245110157245,0.8182618872506785
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,randomforest,True,False,False,False,2.0,0.8908848968729208,0.8540223940929873,0.8013591579097167,0.8249949586153207
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,randomforest,True,False,False,False,3.0,0.8895542248835662,0.848047393367049,0.7975882740215164,0.8200643696374309
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,randomforest,True,False,False,False,4.0,0.8888888888888888,0.8480795634253265,0.7977930063538302,0.8201194219915209
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,randomforest,True,False,False,False,5.0,0.8908848968729208,0.851154919218157,0.7931081705500072,0.8187563348705363
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,randomforest,True,False,False,False,6.0,0.8922155688622755,0.8539850828640793,0.803080390768674,0.825898688309862
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,randomforest,True,False,False,False,7.0,0.8888888888888888,0.8465514284411803,0.7992198601157753,0.8201368792993989
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,randomforest,True,False,False,False,8.0,0.8895542248835662,0.8459334838648678,0.7938240159020558,0.816389450767363
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,randomforest,True,False,False,False,9.0,0.8888888888888888,0.8482397944974338,0.7987824930576027,0.8206729719579149
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,randomforest,True,False,False,False,10.0,0.8908848968729208,0.8480903263095675,0.7999323041477716,0.8210533363314624
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,xgboost,True,False,False,False,1.0,0.8895542248835662,0.8464241579979757,0.7910298313739075,0.81526153938995
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,xgboost,True,False,False,False,2.0,0.8882235528942116,0.8446363834360395,0.781681181734411,0.8088364122845888
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,xgboost,True,False,False,False,3.0,0.8895542248835662,0.8470356452236592,0.7910298313739075,0.8155463897220817
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,xgboost,True,False,False,False,4.0,0.8902195608782435,0.846560347513553,0.7890413733948625,0.8134085013025568
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,xgboost,True,False,False,False,5.0,0.8882235528942116,0.8450603905071322,0.7883087429385334,0.8132327547741911
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,xgboost,True,False,False,False,6.0,0.8875582168995343,0.8459197030164863,0.7864534553689602,0.8128062128070094
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,xgboost,True,False,False,False,7.0,0.8888888888888888,0.8457783697716055,0.7902347081298047,0.8143556120761702
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,xgboost,True,False,False,False,8.0,0.8902195608782435,0.8491944474303287,0.7919060011123528,0.8171231241790199
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,xgboost,True,False,False,False,9.0,0.8895542248835662,0.8470022060486817,0.7900403446701352,0.8151664234751362
feature_extraction_VGG19_use_augmentation_use_feature_augmentation_,Vgg19,feature_extractor,xgboost,True,False,False,False,10.0,0.8895542248835662,0.8463725951017637,0.7910402002465519,0.8152297995398792
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,adaboost,False,False,False,False,1.0,0.7897538256819694,0.5155142936217086,0.4014177577023889,0.3999244545911394
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,adaboost,False,False,False,False,2.0,0.7897538256819694,0.5155142936217086,0.4014177577023889,0.3999244545911394
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,adaboost,False,False,False,False,3.0,0.7897538256819694,0.5155142936217086,0.4014177577023889,0.3999244545911394
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,adaboost,False,False,False,False,4.0,0.7897538256819694,0.5155142936217086,0.4014177577023889,0.3999244545911394
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,adaboost,False,False,False,False,5.0,0.7897538256819694,0.5155142936217086,0.4014177577023889,0.3999244545911394
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,adaboost,False,False,False,False,6.0,0.7897538256819694,0.5155142936217086,0.4014177577023889,0.3999244545911394
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,adaboost,False,False,False,False,7.0,0.7897538256819694,0.5155142936217086,0.4014177577023889,0.3999244545911394
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,adaboost,False,False,False,False,8.0,0.7897538256819694,0.5155142936217086,0.4014177577023889,0.3999244545911394
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,adaboost,False,False,False,False,9.0,0.7897538256819694,0.5155142936217086,0.4014177577023889,0.3999244545911394
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,adaboost,False,False,False,False,10.0,0.7897538256819694,0.5155142936217086,0.4014177577023889,0.3999244545911394
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,extratrees,False,False,False,False,1.0,0.8915502328675982,0.8668208945899467,0.7850204773687263,0.8218439899676176
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,extratrees,False,False,False,False,2.0,0.8928809048569527,0.8636604526786097,0.7853044875930945,0.8204333378641103
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,extratrees,False,False,False,False,3.0,0.8922155688622755,0.8654476799645138,0.7864883377565365,0.8219637971475979
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,extratrees,False,False,False,False,4.0,0.89354624085163,0.863508206634269,0.7858734908908067,0.8207570371913199
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,extratrees,False,False,False,False,5.0,0.8942115768463074,0.8703723165656697,0.7880152071558243,0.8249804403773334
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,extratrees,False,False,False,False,6.0,0.8948769128409847,0.8692786107458229,0.7972614226869018,0.8302220709592573
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,extratrees,False,False,False,False,7.0,0.8902195608782435,0.8598102714540481,0.7805050599816206,0.8162139764629295
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,extratrees,False,False,False,False,8.0,0.8908848968729208,0.8666625555081369,0.7803813741436489,0.8192495257611684
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,extratrees,False,False,False,False,9.0,0.8922155688622755,0.8637503557075263,0.7865893362428553,0.82133861166444
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,extratrees,False,False,False,False,10.0,0.8908848968729208,0.8600736788362544,0.7831548209265087,0.8176151511190329
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,randomforest,False,False,False,False,1.0,0.89354624085163,0.8831223116554013,0.7806842549631855,0.8263421360764867
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,randomforest,False,False,False,False,2.0,0.8915502328675982,0.8821418712094135,0.7802375018813448,0.8259307262445763
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,randomforest,False,False,False,False,3.0,0.8942115768463074,0.8863557883157636,0.7825291736601147,0.8287617693841433
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,randomforest,False,False,False,False,4.0,0.8922155688622755,0.8811217644642985,0.7796660801125562,0.8248414540269431
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,randomforest,False,False,False,False,5.0,0.8915502328675982,0.8784558612416984,0.7788002792467553,0.8234267139144329
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,randomforest,False,False,False,False,6.0,0.8928809048569527,0.8782637504993468,0.7791645502121539,0.8237379474057409
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,randomforest,False,False,False,False,7.0,0.8928809048569527,0.8862414240465546,0.7817974275049295,0.8283612513925959
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,randomforest,False,False,False,False,8.0,0.89354624085163,0.883308255726708,0.7881407689475802,0.8312473911451358
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,randomforest,False,False,False,False,9.0,0.8915502328675982,0.8808319574682618,0.778086852365783,0.8240255478000276
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,randomforest,False,False,False,False,10.0,0.8928809048569527,0.8853454306557976,0.7846033055385505,0.8296652871323197
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,xgboost,False,False,False,False,1.0,0.8795741849634066,0.8444167668087782,0.7623949147119162,0.7944756803735283
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,xgboost,False,False,False,False,2.0,0.8782435129740519,0.8487928064974508,0.7599602549719862,0.7948529969950361
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,xgboost,False,False,False,False,3.0,0.8789088489687292,0.8414462953618861,0.7551672435921484,0.789860014862325
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,xgboost,False,False,False,False,4.0,0.8795741849634066,0.8346472513760259,0.757032900034366,0.7883447138797852
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,xgboost,False,False,False,False,5.0,0.8795741849634066,0.8435228865673388,0.7616814878309437,0.7933455000585655
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,xgboost,False,False,False,False,6.0,0.8782435129740519,0.8327886708564998,0.7550252384799644,0.7860856205699072
feature_extraction_Xception_use_augmentation_,Xception,feature_extractor,xgboost,False,False,False,False,7.0,0.8782435129740519,0.8405166979417255,0.7606736818529587,0.7918809393000326
