model_idx,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1
1,0.83166999334664,0.6929440412893901,0.4863286435652442,0.4961590459032971
2,0.83166999334664,0.6929440412893901,0.4863286435652442,0.4961590459032971
3,0.83166999334664,0.6929440412893901,0.4863286435652442,0.4961590459032971
4,0.83166999334664,0.6929440412893901,0.4863286435652442,0.4961590459032971
5,0.83166999334664,0.6929440412893901,0.4863286435652442,0.4961590459032971
6,0.83166999334664,0.6929440412893901,0.4863286435652442,0.4961590459032971
7,0.83166999334664,0.6929440412893901,0.4863286435652442,0.4961590459032971
8,0.83166999334664,0.6929440412893901,0.4863286435652442,0.4961590459032971
9,0.83166999334664,0.6929440412893901,0.4863286435652442,0.4961590459032971
10,0.83166999334664,0.6929440412893901,0.4863286435652442,0.4961590459032971
