model_idx,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1
1,0.8323353293413174,0.5270254018728716,0.46483390311386535,0.48369134353599325
2,0.8323353293413174,0.5270254018728716,0.46483390311386535,0.48369134353599325
3,0.8323353293413174,0.5270254018728716,0.46483390311386535,0.48369134353599325
4,0.8323353293413174,0.5270254018728716,0.46483390311386535,0.48369134353599325
5,0.8323353293413174,0.5270254018728716,0.46483390311386535,0.48369134353599325
6,0.8323353293413174,0.5270254018728716,0.46483390311386535,0.48369134353599325
7,0.8323353293413174,0.5270254018728716,0.46483390311386535,0.48369134353599325
8,0.8323353293413174,0.5270254018728716,0.46483390311386535,0.48369134353599325
9,0.8323353293413174,0.5270254018728716,0.46483390311386535,0.48369134353599325
10,0.8323353293413174,0.5270254018728716,0.46483390311386535,0.48369134353599325
