model_idx,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1
1,0.7684630738522954,0.43571476432974693,0.3278145413602985,0.36137196297988033
2,0.7684630738522954,0.43571476432974693,0.3278145413602985,0.36137196297988033
3,0.7684630738522954,0.43571476432974693,0.3278145413602985,0.36137196297988033
4,0.7684630738522954,0.43571476432974693,0.3278145413602985,0.36137196297988033
5,0.7684630738522954,0.43571476432974693,0.3278145413602985,0.36137196297988033
6,0.7684630738522954,0.43571476432974693,0.3278145413602985,0.36137196297988033
7,0.7684630738522954,0.43571476432974693,0.3278145413602985,0.36137196297988033
8,0.7684630738522954,0.43571476432974693,0.3278145413602985,0.36137196297988033
9,0.7684630738522954,0.43580380586826717,0.3278145413602985,0.3614265373317241
10,0.7684630738522954,0.43571476432974693,0.3278145413602985,0.36137196297988033
