model_idx,class_idx,class_name,precision,recall,f1_score,support
1,0,akiec,0.0,0.0,0.0,49.0
1,1,bcc,0.7948717948717948,0.4025974025974026,0.5344827586206896,77.0
1,2,bkl,0.8681318681318682,0.47878787878787876,0.6171875,165.0
1,3,df,0.0,0.0,0.0,17.0
1,4,mel,0.6097560975609756,0.4491017964071856,0.5172413793103449,167.0
1,5,nv,0.7772435897435898,0.9642147117296223,0.8606921029281278,1006.0
1,6,vasc,0.0,0.0,0.0,22.0
2,0,akiec,0.0,0.0,0.0,49.0
2,1,bcc,0.7948717948717948,0.4025974025974026,0.5344827586206896,77.0
2,2,bkl,0.8681318681318682,0.47878787878787876,0.6171875,165.0
2,3,df,0.0,0.0,0.0,17.0
2,4,mel,0.6097560975609756,0.4491017964071856,0.5172413793103449,167.0
2,5,nv,0.7772435897435898,0.9642147117296223,0.8606921029281278,1006.0
2,6,vasc,0.0,0.0,0.0,22.0
3,0,akiec,0.0,0.0,0.0,49.0
3,1,bcc,0.7948717948717948,0.4025974025974026,0.5344827586206896,77.0
3,2,bkl,0.8681318681318682,0.47878787878787876,0.6171875,165.0
3,3,df,0.0,0.0,0.0,17.0
3,4,mel,0.6097560975609756,0.4491017964071856,0.5172413793103449,167.0
3,5,nv,0.7772435897435898,0.9642147117296223,0.8606921029281278,1006.0
3,6,vasc,0.0,0.0,0.0,22.0
4,0,akiec,0.0,0.0,0.0,49.0
4,1,bcc,0.7948717948717948,0.4025974025974026,0.5344827586206896,77.0
4,2,bkl,0.8681318681318682,0.47878787878787876,0.6171875,165.0
4,3,df,0.0,0.0,0.0,17.0
4,4,mel,0.6097560975609756,0.4491017964071856,0.5172413793103449,167.0
4,5,nv,0.7772435897435898,0.9642147117296223,0.8606921029281278,1006.0
4,6,vasc,0.0,0.0,0.0,22.0
5,0,akiec,0.0,0.0,0.0,49.0
5,1,bcc,0.7948717948717948,0.4025974025974026,0.5344827586206896,77.0
5,2,bkl,0.8681318681318682,0.47878787878787876,0.6171875,165.0
5,3,df,0.0,0.0,0.0,17.0
5,4,mel,0.6097560975609756,0.4491017964071856,0.5172413793103449,167.0
5,5,nv,0.7772435897435898,0.9642147117296223,0.8606921029281278,1006.0
5,6,vasc,0.0,0.0,0.0,22.0
6,0,akiec,0.0,0.0,0.0,49.0
6,1,bcc,0.7948717948717948,0.4025974025974026,0.5344827586206896,77.0
6,2,bkl,0.8681318681318682,0.47878787878787876,0.6171875,165.0
6,3,df,0.0,0.0,0.0,17.0
6,4,mel,0.6097560975609756,0.4491017964071856,0.5172413793103449,167.0
6,5,nv,0.7772435897435898,0.9642147117296223,0.8606921029281278,1006.0
6,6,vasc,0.0,0.0,0.0,22.0
7,0,akiec,0.0,0.0,0.0,49.0
7,1,bcc,0.7948717948717948,0.4025974025974026,0.5344827586206896,77.0
7,2,bkl,0.8681318681318682,0.47878787878787876,0.6171875,165.0
7,3,df,0.0,0.0,0.0,17.0
7,4,mel,0.6097560975609756,0.4491017964071856,0.5172413793103449,167.0
7,5,nv,0.7772435897435898,0.9642147117296223,0.8606921029281278,1006.0
7,6,vasc,0.0,0.0,0.0,22.0
8,0,akiec,0.0,0.0,0.0,49.0
8,1,bcc,0.7948717948717948,0.4025974025974026,0.5344827586206896,77.0
8,2,bkl,0.8681318681318682,0.47878787878787876,0.6171875,165.0
8,3,df,0.0,0.0,0.0,17.0
8,4,mel,0.6097560975609756,0.4491017964071856,0.5172413793103449,167.0
8,5,nv,0.7772435897435898,0.9642147117296223,0.8606921029281278,1006.0
8,6,vasc,0.0,0.0,0.0,22.0
9,0,akiec,0.0,0.0,0.0,49.0
9,1,bcc,0.7948717948717948,0.4025974025974026,0.5344827586206896,77.0
9,2,bkl,0.8681318681318682,0.47878787878787876,0.6171875,165.0
9,3,df,0.0,0.0,0.0,17.0
9,4,mel,0.6097560975609756,0.4491017964071856,0.5172413793103449,167.0
9,5,nv,0.7778668805132317,0.9642147117296223,0.8610741233910342,1006.0
9,6,vasc,0.0,0.0,0.0,22.0
10,0,akiec,0.0,0.0,0.0,49.0
10,1,bcc,0.7948717948717948,0.4025974025974026,0.5344827586206896,77.0
10,2,bkl,0.8681318681318682,0.47878787878787876,0.6171875,165.0
10,3,df,0.0,0.0,0.0,17.0
10,4,mel,0.6097560975609756,0.4491017964071856,0.5172413793103449,167.0
10,5,nv,0.7772435897435898,0.9642147117296223,0.8606921029281278,1006.0
10,6,vasc,0.0,0.0,0.0,22.0
