model_idx,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1
1,0.7897538256819694,0.5155142936217086,0.4014177577023889,0.39992445459113946
2,0.7897538256819694,0.5155142936217086,0.4014177577023889,0.39992445459113946
3,0.7897538256819694,0.5155142936217086,0.4014177577023889,0.39992445459113946
4,0.7897538256819694,0.5155142936217086,0.4014177577023889,0.39992445459113946
5,0.7897538256819694,0.5155142936217086,0.4014177577023889,0.39992445459113946
6,0.7897538256819694,0.5155142936217086,0.4014177577023889,0.39992445459113946
7,0.7897538256819694,0.5155142936217086,0.4014177577023889,0.39992445459113946
8,0.7897538256819694,0.5155142936217086,0.4014177577023889,0.39992445459113946
9,0.7897538256819694,0.5155142936217086,0.4014177577023889,0.39992445459113946
10,0.7897538256819694,0.5155142936217086,0.4014177577023889,0.39992445459113946
