model_idx,class_idx,class_name,precision,recall,f1_score,support
1,0,akiec,0.7592592592592593,0.8367346938775511,0.7961165048543689,49.0
1,1,bcc,0.7816091954022989,0.8831168831168831,0.8292682926829268,77.0
1,2,bkl,0.7692307692307693,0.7878787878787878,0.7784431137724551,165.0
1,3,df,0.8125,0.7647058823529411,0.7878787878787878,17.0
1,4,mel,0.8,0.718562874251497,0.7570977917981072,167.0
1,5,nv,0.9483614697120158,0.9493041749502982,0.9488325881768505,1006.0
1,6,vasc,1.0,0.9090909090909091,0.9523809523809523,22.0
2,0,akiec,0.7843137254901961,0.8163265306122449,0.8,49.0
2,1,bcc,0.7906976744186046,0.8831168831168831,0.8343558282208589,77.0
2,2,bkl,0.7738095238095238,0.7878787878787878,0.7807807807807807,165.0
2,3,df,0.8125,0.7647058823529411,0.7878787878787878,17.0
2,4,mel,0.7894736842105263,0.718562874251497,0.7523510971786834,167.0
2,5,nv,0.9455445544554455,0.9493041749502982,0.9474206349206349,1006.0
2,6,vasc,1.0,0.9090909090909091,0.9523809523809523,22.0
3,0,akiec,0.78,0.7959183673469388,0.7878787878787878,49.0
3,1,bcc,0.7857142857142857,0.8571428571428571,0.8198757763975155,77.0
3,2,bkl,0.7660818713450293,0.793939393939394,0.7797619047619048,165.0
3,3,df,0.8125,0.7647058823529411,0.7878787878787878,17.0
3,4,mel,0.7806451612903226,0.7245508982035929,0.7515527950310559,167.0
3,5,nv,0.9483614697120158,0.9493041749502982,0.9488325881768505,1006.0
3,6,vasc,1.0,0.9090909090909091,0.9523809523809523,22.0
4,0,akiec,0.7735849056603774,0.8367346938775511,0.803921568627451,49.0
4,1,bcc,0.7790697674418605,0.8701298701298701,0.8220858895705522,77.0
4,2,bkl,0.7586206896551724,0.8,0.7787610619469026,165.0
4,3,df,0.8125,0.7647058823529411,0.7878787878787878,17.0
4,4,mel,0.7947019867549668,0.718562874251497,0.7547169811320755,167.0
4,5,nv,0.9501495513459621,0.9473161033797217,0.9487307117969139,1006.0
4,6,vasc,1.0,0.9090909090909091,0.9523809523809523,22.0
5,0,akiec,0.7647058823529411,0.7959183673469388,0.78,49.0
5,1,bcc,0.7857142857142857,0.8571428571428571,0.8198757763975155,77.0
5,2,bkl,0.7751479289940828,0.793939393939394,0.7844311377245509,165.0
5,3,df,0.8125,0.7647058823529411,0.7878787878787878,17.0
5,4,mel,0.7843137254901961,0.718562874251497,0.75,167.0
5,5,nv,0.9465346534653465,0.9502982107355865,0.9484126984126984,1006.0
5,6,vasc,1.0,0.9090909090909091,0.9523809523809523,22.0
6,0,akiec,0.7454545454545455,0.8367346938775511,0.7884615384615384,49.0
6,1,bcc,0.7906976744186046,0.8831168831168831,0.8343558282208589,77.0
6,2,bkl,0.7724550898203593,0.7818181818181819,0.7771084337349398,165.0
6,3,df,0.8125,0.7647058823529411,0.7878787878787878,17.0
6,4,mel,0.7894736842105263,0.718562874251497,0.7523510971786834,167.0
6,5,nv,0.9483614697120158,0.9493041749502982,0.9488325881768505,1006.0
6,6,vasc,1.0,0.9090909090909091,0.9523809523809523,22.0
7,0,akiec,0.7592592592592593,0.8367346938775511,0.7961165048543689,49.0
7,1,bcc,0.7976190476190477,0.8701298701298701,0.8322981366459627,77.0
7,2,bkl,0.7558139534883721,0.7878787878787878,0.771513353115727,165.0
7,3,df,0.8125,0.7647058823529411,0.7878787878787878,17.0
7,4,mel,0.7843137254901961,0.718562874251497,0.75,167.0
7,5,nv,0.9482071713147411,0.9463220675944334,0.9472636815920398,1006.0
7,6,vasc,1.0,0.9090909090909091,0.9523809523809523,22.0
8,0,akiec,0.7692307692307693,0.8163265306122449,0.7920792079207921,49.0
8,1,bcc,0.7906976744186046,0.8831168831168831,0.8343558282208589,77.0
8,2,bkl,0.7724550898203593,0.7818181818181819,0.7771084337349398,165.0
8,3,df,0.8125,0.7647058823529411,0.7878787878787878,17.0
8,4,mel,0.7721518987341772,0.7305389221556886,0.7507692307692307,167.0
8,5,nv,0.9492031872509961,0.9473161033797217,0.9482587064676616,1006.0
8,6,vasc,1.0,0.9090909090909091,0.9523809523809523,22.0
9,0,akiec,0.7547169811320755,0.8163265306122449,0.7843137254901961,49.0
9,1,bcc,0.788235294117647,0.8701298701298701,0.8271604938271605,77.0
9,2,bkl,0.7692307692307693,0.7878787878787878,0.7784431137724551,165.0
9,3,df,0.8125,0.7647058823529411,0.7878787878787878,17.0
9,4,mel,0.7960526315789473,0.7245508982035929,0.7586206896551724,167.0
9,5,nv,0.9494047619047619,0.9512922465208747,0.9503475670307845,1006.0
9,6,vasc,1.0,0.9090909090909091,0.9523809523809523,22.0
10,0,akiec,0.7592592592592593,0.8367346938775511,0.7961165048543689,49.0
10,1,bcc,0.8,0.8831168831168831,0.8395061728395061,77.0
10,2,bkl,0.7678571428571429,0.7818181818181819,0.7747747747747747,165.0
10,3,df,0.8125,0.7647058823529411,0.7878787878787878,17.0
10,4,mel,0.7857142857142857,0.7245508982035929,0.7538940809968847,167.0
10,5,nv,0.94831013916501,0.94831013916501,0.94831013916501,1006.0
10,6,vasc,1.0,0.9090909090909091,0.9523809523809523,22.0
