model_idx,class_idx,class_name,precision,recall,f1_score,support
1,0,akiec,0.7307692307692307,0.7755102040816326,0.7524752475247525,49.0
1,1,bcc,0.8227848101265823,0.8441558441558441,0.8333333333333334,77.0
1,2,bkl,0.8089171974522293,0.7696969696969697,0.7888198757763976,165.0
1,3,df,0.9285714285714286,0.7647058823529411,0.8387096774193549,17.0
1,4,mel,0.7597402597402597,0.7005988023952096,0.7289719626168224,167.0
1,5,nv,0.933009708737864,0.9552683896620279,0.944007858546169,1006.0
1,6,vasc,0.9411764705882353,0.7272727272727273,0.8205128205128205,22.0
2,0,akiec,0.7307692307692307,0.7755102040816326,0.7524752475247525,49.0
2,1,bcc,0.8181818181818182,0.8181818181818182,0.8181818181818182,77.0
2,2,bkl,0.8089171974522293,0.7696969696969697,0.7888198757763976,165.0
2,3,df,0.9285714285714286,0.7647058823529411,0.8387096774193549,17.0
2,4,mel,0.7564102564102564,0.7065868263473054,0.7306501547987616,167.0
2,5,nv,0.9321047526673133,0.9552683896620279,0.9435444280805105,1006.0
2,6,vasc,0.9375,0.6818181818181818,0.7894736842105263,22.0
3,0,akiec,0.7307692307692307,0.7755102040816326,0.7524752475247525,49.0
3,1,bcc,0.8227848101265823,0.8441558441558441,0.8333333333333334,77.0
3,2,bkl,0.8141025641025641,0.7696969696969697,0.7912772585669782,165.0
3,3,df,0.9285714285714286,0.7647058823529411,0.8387096774193549,17.0
3,4,mel,0.7597402597402597,0.7005988023952096,0.7289719626168224,167.0
3,5,nv,0.9321047526673133,0.9552683896620279,0.9435444280805105,1006.0
3,6,vasc,0.9411764705882353,0.7272727272727273,0.8205128205128205,22.0
4,0,akiec,0.7358490566037735,0.7959183673469388,0.7647058823529411,49.0
4,1,bcc,0.8227848101265823,0.8441558441558441,0.8333333333333334,77.0
4,2,bkl,0.8164556962025317,0.7818181818181819,0.7987616099071208,165.0
4,3,df,0.9285714285714286,0.7647058823529411,0.8387096774193549,17.0
4,4,mel,0.75,0.7005988023952096,0.7244582043343654,167.0
4,5,nv,0.934761441090555,0.9542743538767395,0.9444171175602558,1006.0
4,6,vasc,0.9375,0.6818181818181818,0.7894736842105263,22.0
5,0,akiec,0.7307692307692307,0.7755102040816326,0.7524752475247525,49.0
5,1,bcc,0.8205128205128205,0.8311688311688312,0.8258064516129032,77.0
5,2,bkl,0.802547770700637,0.7636363636363637,0.782608695652174,165.0
5,3,df,0.9285714285714286,0.7647058823529411,0.8387096774193549,17.0
5,4,mel,0.7597402597402597,0.7005988023952096,0.7289719626168224,167.0
5,5,nv,0.9321047526673133,0.9552683896620279,0.9435444280805105,1006.0
5,6,vasc,0.9411764705882353,0.7272727272727273,0.8205128205128205,22.0
6,0,akiec,0.7450980392156863,0.7755102040816326,0.76,49.0
6,1,bcc,0.8181818181818182,0.8181818181818182,0.8181818181818182,77.0
6,2,bkl,0.7974683544303798,0.7636363636363637,0.7801857585139319,165.0
6,3,df,0.9285714285714286,0.7647058823529411,0.8387096774193549,17.0
6,4,mel,0.7597402597402597,0.7005988023952096,0.7289719626168224,167.0
6,5,nv,0.9312015503875969,0.9552683896620279,0.943081452404318,1006.0
6,6,vasc,0.9411764705882353,0.7272727272727273,0.8205128205128205,22.0
7,0,akiec,0.7222222222222222,0.7959183673469388,0.7572815533980582,49.0
7,1,bcc,0.8181818181818182,0.8181818181818182,0.8181818181818182,77.0
7,2,bkl,0.8193548387096774,0.7696969696969697,0.79375,165.0
7,3,df,0.9285714285714286,0.7647058823529411,0.8387096774193549,17.0
7,4,mel,0.7597402597402597,0.7005988023952096,0.7289719626168224,167.0
7,5,nv,0.9312015503875969,0.9552683896620279,0.943081452404318,1006.0
7,6,vasc,0.9411764705882353,0.7272727272727273,0.8205128205128205,22.0
8,0,akiec,0.7450980392156863,0.7755102040816326,0.76,49.0
8,1,bcc,0.8227848101265823,0.8441558441558441,0.8333333333333334,77.0
8,2,bkl,0.8164556962025317,0.7818181818181819,0.7987616099071208,165.0
8,3,df,0.9285714285714286,0.7647058823529411,0.8387096774193549,17.0
8,4,mel,0.7581699346405228,0.6946107784431138,0.725,167.0
8,5,nv,0.9321047526673133,0.9552683896620279,0.9435444280805105,1006.0
8,6,vasc,0.9411764705882353,0.7272727272727273,0.8205128205128205,22.0
9,0,akiec,0.7450980392156863,0.7755102040816326,0.76,49.0
9,1,bcc,0.8205128205128205,0.8311688311688312,0.8258064516129032,77.0
9,2,bkl,0.8,0.7757575757575758,0.7876923076923077,165.0
9,3,df,0.9285714285714286,0.7647058823529411,0.8387096774193549,17.0
9,4,mel,0.7597402597402597,0.7005988023952096,0.7289719626168224,167.0
9,5,nv,0.9339164237123421,0.9552683896620279,0.9444717444717444,1006.0
9,6,vasc,0.9411764705882353,0.7272727272727273,0.8205128205128205,22.0
10,0,akiec,0.7307692307692307,0.7755102040816326,0.7524752475247525,49.0
10,1,bcc,0.8227848101265823,0.8441558441558441,0.8333333333333334,77.0
10,2,bkl,0.810126582278481,0.7757575757575758,0.7925696594427245,165.0
10,3,df,0.9285714285714286,0.7647058823529411,0.8387096774193549,17.0
10,4,mel,0.7581699346405228,0.6946107784431138,0.725,167.0
10,5,nv,0.933009708737864,0.9552683896620279,0.944007858546169,1006.0
10,6,vasc,0.9411764705882353,0.7272727272727273,0.8205128205128205,22.0
