model_idx,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1
1,0.7897538256819694,0.5162708439724243,0.4006605888358754,0.4296076071412041
2,0.7897538256819694,0.5162708439724243,0.4006605888358754,0.4296076071412041
3,0.7897538256819694,0.5162708439724243,0.4006605888358754,0.4296076071412041
4,0.7897538256819694,0.5162708439724243,0.4006605888358754,0.4296076071412041
5,0.7897538256819694,0.5162708439724243,0.4006605888358754,0.4296076071412041
6,0.7897538256819694,0.5162708439724243,0.4006605888358754,0.4296076071412041
7,0.7897538256819694,0.5162708439724243,0.4006605888358754,0.4296076071412041
8,0.7897538256819694,0.5162708439724243,0.4006605888358754,0.4296076071412041
9,0.7897538256819694,0.5162708439724243,0.4006605888358754,0.4296076071412041
10,0.7897538256819694,0.5162708439724243,0.4006605888358754,0.4296076071412041
