model_idx,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1
1,0.7977378576180971,0.47816950561515775,0.3516744070204197,0.31961730780131037
2,0.7977378576180971,0.47816950561515775,0.3516744070204197,0.31961730780131037
3,0.7977378576180971,0.47816950561515775,0.3516744070204197,0.31961730780131037
4,0.7977378576180971,0.47816950561515775,0.3516744070204197,0.31961730780131037
5,0.7977378576180971,0.47816950561515775,0.3516744070204197,0.31961730780131037
6,0.7977378576180971,0.47816950561515775,0.3516744070204197,0.31961730780131037
7,0.7977378576180971,0.47816950561515775,0.3516744070204197,0.31961730780131037
8,0.7977378576180971,0.47816950561515775,0.3516744070204197,0.31961730780131037
9,0.7977378576180971,0.47816950561515775,0.3516744070204197,0.31961730780131037
10,0.7977378576180971,0.47816950561515775,0.3516744070204197,0.31961730780131037
