model_idx,class_idx,class_name,precision,recall,f1_score,support
1,0,akiec,0.6341463414634146,0.5306122448979592,0.5777777777777777,49.0
1,1,bcc,0.7301587301587301,0.5974025974025974,0.6571428571428571,77.0
1,2,bkl,0.7222222222222222,0.6303030303030303,0.6731391585760518,165.0
1,3,df,1.0,0.47058823529411764,0.64,17.0
1,4,mel,0.6013986013986014,0.5149700598802395,0.5548387096774193,167.0
1,5,nv,0.8787878787878788,0.9512922465208747,0.9136038186157518,1006.0
1,6,vasc,0.8666666666666667,0.5909090909090909,0.7027027027027027,22.0
2,0,akiec,0.6341463414634146,0.5306122448979592,0.5777777777777777,49.0
2,1,bcc,0.7540983606557377,0.5974025974025974,0.6666666666666666,77.0
2,2,bkl,0.7241379310344828,0.6363636363636364,0.6774193548387096,165.0
2,3,df,0.8888888888888888,0.47058823529411764,0.6153846153846154,17.0
2,4,mel,0.6083916083916084,0.5209580838323353,0.5612903225806452,167.0
2,5,nv,0.8787878787878788,0.9512922465208747,0.9136038186157518,1006.0
2,6,vasc,0.8666666666666667,0.5909090909090909,0.7027027027027027,22.0
3,0,akiec,0.65,0.5306122448979592,0.5842696629213483,49.0
3,1,bcc,0.7419354838709677,0.5974025974025974,0.6618705035971223,77.0
3,2,bkl,0.7191780821917808,0.6363636363636364,0.6752411575562701,165.0
3,3,df,1.0,0.47058823529411764,0.64,17.0
3,4,mel,0.6083916083916084,0.5209580838323353,0.5612903225806452,167.0
3,5,nv,0.8778696051423324,0.9502982107355865,0.9126491646778043,1006.0
3,6,vasc,0.8666666666666667,0.5909090909090909,0.7027027027027027,22.0
4,0,akiec,0.6341463414634146,0.5306122448979592,0.5777777777777777,49.0
4,1,bcc,0.7419354838709677,0.5974025974025974,0.6618705035971223,77.0
4,2,bkl,0.7172413793103448,0.6303030303030303,0.6709677419354839,165.0
4,3,df,1.0,0.47058823529411764,0.64,17.0
4,4,mel,0.6013986013986014,0.5149700598802395,0.5548387096774193,167.0
4,5,nv,0.8769513314967861,0.9493041749502982,0.9116945107398569,1006.0
4,6,vasc,0.8666666666666667,0.5909090909090909,0.7027027027027027,22.0
5,0,akiec,0.6341463414634146,0.5306122448979592,0.5777777777777777,49.0
5,1,bcc,0.7419354838709677,0.5974025974025974,0.6618705035971223,77.0
5,2,bkl,0.7191780821917808,0.6363636363636364,0.6752411575562701,165.0
5,3,df,1.0,0.47058823529411764,0.64,17.0
5,4,mel,0.6083916083916084,0.5209580838323353,0.5612903225806452,167.0
5,5,nv,0.8795955882352942,0.9512922465208747,0.9140401146131805,1006.0
5,6,vasc,0.8666666666666667,0.5909090909090909,0.7027027027027027,22.0
6,0,akiec,0.6666666666666666,0.5306122448979592,0.5909090909090909,49.0
6,1,bcc,0.7540983606557377,0.5974025974025974,0.6666666666666666,77.0
6,2,bkl,0.7191780821917808,0.6363636363636364,0.6752411575562701,165.0
6,3,df,0.8888888888888888,0.47058823529411764,0.6153846153846154,17.0
6,4,mel,0.6041666666666666,0.5209580838323353,0.5594855305466238,167.0
6,5,nv,0.8778696051423324,0.9502982107355865,0.9126491646778043,1006.0
6,6,vasc,0.8666666666666667,0.5909090909090909,0.7027027027027027,22.0
7,0,akiec,0.65,0.5306122448979592,0.5842696629213483,49.0
7,1,bcc,0.7419354838709677,0.5974025974025974,0.6618705035971223,77.0
7,2,bkl,0.7222222222222222,0.6303030303030303,0.6731391585760518,165.0
7,3,df,0.8888888888888888,0.47058823529411764,0.6153846153846154,17.0
7,4,mel,0.6056338028169014,0.5149700598802395,0.5566343042071198,167.0
7,5,nv,0.8780934922089826,0.952286282306163,0.9136862184072484,1006.0
7,6,vasc,0.8666666666666667,0.5909090909090909,0.7027027027027027,22.0
8,0,akiec,0.6341463414634146,0.5306122448979592,0.5777777777777777,49.0
8,1,bcc,0.7301587301587301,0.5974025974025974,0.6571428571428571,77.0
8,2,bkl,0.7222222222222222,0.6303030303030303,0.6731391585760518,165.0
8,3,df,1.0,0.47058823529411764,0.64,17.0
8,4,mel,0.6126760563380281,0.5209580838323353,0.5631067961165048,167.0
8,5,nv,0.8779816513761468,0.9512922465208747,0.9131679389312977,1006.0
8,6,vasc,0.8666666666666667,0.5909090909090909,0.7027027027027027,22.0
9,0,akiec,0.6341463414634146,0.5306122448979592,0.5777777777777777,49.0
9,1,bcc,0.71875,0.5974025974025974,0.6524822695035462,77.0
9,2,bkl,0.7202797202797203,0.6242424242424243,0.6688311688311688,165.0
9,3,df,1.0,0.47058823529411764,0.64,17.0
9,4,mel,0.6126760563380281,0.5209580838323353,0.5631067961165048,167.0
9,5,nv,0.8770642201834863,0.9502982107355865,0.9122137404580153,1006.0
9,6,vasc,0.8666666666666667,0.5909090909090909,0.7027027027027027,22.0
10,0,akiec,0.65,0.5306122448979592,0.5842696629213483,49.0
10,1,bcc,0.7419354838709677,0.5974025974025974,0.6618705035971223,77.0
10,2,bkl,0.7241379310344828,0.6363636363636364,0.6774193548387096,165.0
10,3,df,1.0,0.47058823529411764,0.64,17.0
10,4,mel,0.6083916083916084,0.5209580838323353,0.5612903225806452,167.0
10,5,nv,0.8779816513761468,0.9512922465208747,0.9131679389312977,1006.0
10,6,vasc,0.8666666666666667,0.5909090909090909,0.7027027027027027,22.0
